UF,Tipo Crime,Mês,2015,2016,2017,2018,2019,2020,2021,2022
Rio de Janeiro,Homicídio doloso,julho,290,339,346,371,273,240,235,273
Rio de Janeiro,Homicídio doloso,junho,253,333,361,340,305,234,221,215
Rio de Janeiro,Homicídio doloso,maio,317,340,395,389,324,255,255,198
Rio de Janeiro,Homicídio doloso,março,367,421,453,457,325,352,296,237
Rio de Janeiro,Homicídio doloso,novembro,305,425,409,356,297,303,221,247
Rio de Janeiro,Homicídio doloso,outubro,352,416,440,355,294,260,250,272
Rio de Janeiro,Homicídio doloso,setembro,315,385,422,353,281,229,254,248
Rio de Janeiro,Lesão corporal seguida de morte,abril,4,1,1,2,1,5,4,2
Rio de Janeiro,Lesão corporal seguida de morte,agosto,2,4,4,6,1,2,1,4
Rio de Janeiro,Lesão corporal seguida de morte,dezembro,3,6,4,5,8,3,2,1
Rio de Janeiro,Lesão corporal seguida de morte,fevereiro,8,6,4,5,5,2,4,2
Rio de Janeiro,Lesão corporal seguida de morte,janeiro,1,2,1,6,2,4,2,4
Rio de Janeiro,Lesão corporal seguida de morte,julho,2,8,1,6,5,4,2,2
Rio de Janeiro,Lesão corporal seguida de morte,junho,2,5,2,6,3,2,7,2
Rio de Janeiro,Lesão corporal seguida de morte,maio,2,4,1,2,2,0,2,1
Rio de Janeiro,Lesão corporal seguida de morte,março,1,2,6,6,5,2,7,1
Rio de Janeiro,Lesão corporal seguida de morte,novembro,5,8,6,3,3,2,2,2
Rio de Janeiro,Lesão corporal seguida de morte,outubro,2,6,7,2,4,2,4,4
Rio de Janeiro,Lesão corporal seguida de morte,setembro,0,3,2,7,6,3,2,6
Rio de Janeiro,Roubo a instituição financeira,abril,10,4,7,6,6,6,5,3
Rio de Janeiro,Roubo a instituição financeira,agosto,2,3,3,4,2,7,9,5
Rio de Janeiro,Roubo a instituição financeira,dezembro,4,7,10,5,8,4,10,3
Rio de Janeiro,Roubo a instituição financeira,fevereiro,7,5,4,6,5,9,10,8
Rio de Janeiro,Roubo a instituição financeira,janeiro,6,3,6,13,9,6,10,8
Rio de Janeiro,Roubo a instituição financeira,julho,4,9,6,2,1,6,8,5
Rio de Janeiro,Roubo a instituição financeira,junho,4,6,8,8,5,5,11,9
Rio de Janeiro,Roubo a instituição financeira,maio,4,2,13,9,4,10,9,7
Rio de Janeiro,Roubo a instituição financeira,março,5,13,10,7,5,7,10,8
Rio de Janeiro,Roubo a instituição financeira,novembro,6,11,8,8,3,3,9,7
Rio de Janeiro,Roubo a instituição financeira,outubro,4,6,4,9,7,0,5,4
Rio de Janeiro,Roubo a instituição financeira,setembro,4,6,3,2,2,4,9,6
Rio de Janeiro,Roubo de carga,abril,481,727,1032,892,667,337,396,325
Rio de Janeiro,Roubo de carga,agosto,486,759,843,673,587,416,318,372
Rio de Janeiro,Roubo de carga,dezembro,920,1329,1153,788,609,459,410,490
Rio de Janeiro,Roubo de carga,fevereiro,507,621,452,742,645,418,351,336
Rio de Janeiro,Roubo de carga,janeiro,735,732,693,977,740,577,363,376
Rio de Janeiro,Roubo de carga,julho,542,700,908,731,691,544,360,275
Rio de Janeiro,Roubo de carga,junho,566,698,982,755,599,404,387,281
Rio de Janeiro,Roubo de carga,maio,559,734,1240,752,710,455,389,308
Rio de Janeiro,Roubo de carga,março,548,636,781,918,638,365,397,342
Rio de Janeiro,Roubo de carga,novembro,684,1102,937,725,521,331,360,459
Rio de Janeiro,Roubo de carga,outubro,661,944,901,651,581,358,323,397
Rio de Janeiro,Roubo de carga,setembro,536,892,677,578,467,323,391,352
Rio de Janeiro,Roubo de veículo,abril,2690,3259,4891,4656,3755,1847,2107,1965
Rio de Janeiro,Roubo de veículo,agosto,2322,3041,4613,3910,3181,1793,2110,2047
Rio de Janeiro,Roubo de veículo,dezembro,3136,4186,4491,3812,3118,2300,1711,2242
Rio de Janeiro,Roubo de veículo,fevereiro,2494,3056,4286,4792,3554,2925,2172,1771
Rio de Janeiro,Roubo de veículo,janeiro,2874,3358,4206,5286,3785,3246,2332,1859
Rio de Janeiro,Roubo de veículo,julho,2425,3105,4951,3518,3198,1819,2125,2016
Rio de Janeiro,Roubo de veículo,junho,2254,3310,4551,4014,3115,1743,1899,1876
Rio de Janeiro,Roubo de veículo,maio,2451,3258,4596,4382,3650,1586,2003,2079
Rio de Janeiro,Roubo de veículo,março,2861,3392,5002,5358,3775,2449,2365,2146
Rio de Janeiro,Roubo de veículo,novembro,2611,4111,4197,4074,2979,2083,1615,2547
Rio de Janeiro,Roubo de veículo,outubro,2500,4181,4266,4242,3027,1899,1892,2451
Rio de Janeiro,Roubo de veículo,setembro,2417,3439,4316,4053,2613,1742,1998,2206
Rio de Janeiro,Roubo seguido de morte (latrocínio),abril,21,15,19,14,11,5,7,2
Rio de Janeiro,Roubo seguido de morte (latrocínio),agosto,11,14,16,12,6,10,12,6
Rio de Janeiro,Roubo seguido de morte (latrocínio),dezembro,11,24,14,12,5,8,5,3
Rio de Janeiro,Roubo seguido de morte (latrocínio),fevereiro,10,20,21,20,8,10,12,4
Rio de Janeiro,Roubo seguido de morte (latrocínio),janeiro,11,17,22,20,13,8,12,4
Rio de Janeiro,Roubo seguido de morte (latrocínio),julho,9,12,21,9,10,7,6,4
Rio de Janeiro,Roubo seguido de morte (latrocínio),junho,16,25,16,11,8,2,2,7
Rio de Janeiro,Roubo seguido de morte (latrocínio),maio,8,16,19,13,14,6,6,4
Rio de Janeiro,Roubo seguido de morte (latrocínio),março,13,17,25,20,11,9,8,6
Rio de Janeiro,Roubo seguido de morte (latrocínio),novembro,5,18,16,11,12,8,12,9
Rio de Janeiro,Roubo seguido de morte (latrocínio),outubro,10,29,16,11,4,5,11,10
Rio de Janeiro,Roubo seguido de morte (latrocínio),setembro,6,18,12,12,7,7,11,2
Rio de Janeiro,Tentativa de homicídio,abril,335,359,322,321,294,217,216,176
Rio de Janeiro,Tentativa de homicídio,agosto,320,332,320,315,281,220,208,217
Rio de Janeiro,Tentativa de homicídio,dezembro,332,347,311,269,272,219,186,197
Rio de Janeiro,Tentativa de homicídio,fevereiro,331,312,273,304,273,267,223,184
Rio de Janeiro,Tentativa de homicídio,janeiro,433,340,351,377,345,287,301,193
Rio de Janeiro,Tentativa de homicídio,julho,316,320,276,329,260,238,211,183
Rio de Janeiro,Tentativa de homicídio,junho,281,273,302,362,267,196,211,188
Rio de Janeiro,Tentativa de homicídio,maio,325,310,302,336,283,180,223,227
Rio de Janeiro,Tentativa de homicídio,março,348,333,287,368,345,256,262,225
Rio de Janeiro,Tentativa de homicídio,novembro,327,351,336,308,268,248,183,196
Rio de Janeiro,Tentativa de homicídio,outubro,274,345,331,297,285,246,209,199
Rio de Janeiro,Tentativa de homicídio,setembro,354,335,316,328,234,215,187,177
Rondônia,Estupro,abril,54,64,60,89,80,58,29,30
Rondônia,Estupro,agosto,52,87,108,89,112,27,29,33
Rondônia,Estupro,dezembro,61,54,78,88,78,12,34,33
Rondônia,Estupro,fevereiro,45,66,61,59,84,59,20,23
Rondônia,Estupro,janeiro,54,70,69,84,85,62,0,18
Rondônia,Estupro,julho,59,44,73,83,78,28,34,28
Rondônia,Estupro,junho,56,60,66,72,83,44,24,25
Rondônia,Estupro,maio,62,58,95,75,91,30,30,31
Rondônia,Estupro,março,64,64,82,78,90,64,27,35
Rondônia,Estupro,novembro,56,77,70,94,81,32,28,32
Rondônia,Estupro,outubro,64,67,94,104,115,39,29,36
Rondônia,Estupro,setembro,65,79,85,109,115,24,34,26
Rondônia,Furto de veículo,abril,279,299,226,221,167,122,135,179
Rondônia,Furto de veículo,agosto,255,293,163,196,204,159,215,235
Rondônia,Furto de veículo,dezembro,317,253,214,198,98,218,233,258
Rondônia,Furto de veículo,fevereiro,272,318,273,219,199,191,153,214
Rondônia,Furto de veículo,janeiro,267,334,242,210,187,190,173,267
Rondônia,Furto de veículo,julho,218,254,205,186,196,122,220,237
Rondônia,Furto de veículo,junho,272,298,219,200,192,139,165,203
Rondônia,Furto de veículo,maio,290,309,205,197,213,120,165,221
Rondônia,Furto de veículo,março,266,334,234,184,223,200,196,229
Rondônia,Furto de veículo,novembro,332,280,221,230,177,227,214,261
Rondônia,Furto de veículo,outubro,281,298,188,257,170,207,173,234
Rondônia,Furto de veículo,setembro,255,287,169,215,163,168,216,254
Rondônia,Homicídio doloso,abril,47,41,28,39,29,41,36,52
Rondônia,Homicídio doloso,agosto,49,38,32,32,24,26,39,35
Rondônia,Homicídio doloso,dezembro,55,33,31,34,22,29,50,37
Rondônia,Homicídio doloso,fevereiro,39,55,35,26,34,30,24,25
Rondônia,Homicídio doloso,janeiro,35,45,40,45,40,40,41,51
Rondônia,Homicídio doloso,julho,34,42,43,36,31,12,31,34
Rondônia,Homicídio doloso,junho,33,43,50,29,31,43,51,37
Rondônia,Homicídio doloso,maio,45,53,52,33,31,35,34,44
Rondônia,Homicídio doloso,março,42,48,33,43,35,42,25,41
Rondônia,Homicídio doloso,novembro,43,44,38,28,33,32,40,34
Rondônia,Homicídio doloso,outubro,39,53,31,27,40,30,32,36
Rondônia,Homicídio doloso,setembro,36,40,46,36,28,21,23,53
Rondônia,Lesão corporal seguida de morte,abril,1,0,0,0,0,0,0,0
Rondônia,Lesão corporal seguida de morte,agosto,0,0,0,0,0,0,0,1
Rondônia,Lesão corporal seguida de morte,dezembro,0,0,0,0,0,1,1,0
Rondônia,Lesão corporal seguida de morte,fevereiro,0,1,0,0,0,0,0,0
Rondônia,Lesão corporal seguida de morte,janeiro,0,0,0,0,1,0,0,0
Rondônia,Lesão corporal seguida de morte,julho,0,0,1,0,1,0,2,0
Rondônia,Lesão corporal seguida de morte,junho,1,0,1,0,0,0,0,1
Rondônia,Lesão corporal seguida de morte,maio,0,0,1,0,1,0,0,0
Rondônia,Lesão corporal seguida de morte,março,0,0,1,0,1,0,0,0
Rondônia,Lesão corporal seguida de morte,novembro,1,0,1,0,2,0,0,0
Rondônia,Lesão corporal seguida de morte,outubro,0,1,0,0,0,0,0,0
Rondônia,Lesão corporal seguida de morte,setembro,0,0,1,0,1,0,0,1
Rondônia,Roubo a instituição financeira,abril,0,0,0,0,0,9,6,1
Rondônia,Roubo a instituição financeira,agosto,2,0,0,0,0,2,4,0
Rondônia,Roubo a instituição financeira,dezembro,0,1,0,0,0,0,1,0
Rondônia,Roubo a instituição financeira,fevereiro,1,2,0,0,0,3,5,0
Rondônia,Roubo a instituição financeira,janeiro,1,1,0,0,0,4,12,0
Rondônia,Roubo a instituição financeira,julho,2,0,0,0,0,4,2,0
Rondônia,Roubo a instituição financeira,junho,2,0,0,0,0,5,5,0
Rondônia,Roubo a instituição financeira,maio,0,1,0,0,0,5,8,0
Rondônia,Roubo a instituição financeira,março,1,2,0,0,0,5,7,0
Rondônia,Roubo a instituição financeira,novembro,1,3,0,0,0,3,0,0
Rondônia,Roubo a instituição financeira,outubro,3,0,0,0,0,1,10,0
Rondônia,Roubo a instituição financeira,setembro,4,1,0,0,1,3,2,0
Rondônia,Roubo de carga,abril,1,2,0,0,0,0,0,0
Rondônia,Roubo de carga,agosto,1,0,0,0,0,0,0,0
Rondônia,Roubo de carga,dezembro,0,1,0,0,0,0,1,0
Rondônia,Roubo de carga,fevereiro,0,0,0,0,0,0,0,0
Rondônia,Roubo de carga,janeiro,0,0,0,0,0,0,0,0
Rondônia,Roubo de carga,julho,0,1,0,0,0,0,2,0
Rondônia,Roubo de carga,junho,0,0,0,0,1,0,1,0
Rondônia,Roubo de carga,maio,0,2,0,0,0,0,1,0
Rondônia,Roubo de carga,março,0,2,0,0,0,0,0,0
Rondônia,Roubo de carga,novembro,1,1,0,0,1,1,0,0
Rondônia,Roubo de carga,outubro,0,0,0,0,0,0,0,0
Rondônia,Roubo de carga,setembro,0,5,0,0,0,0,0,0
Rondônia,Roubo de veículo,abril,145,152,141,139,213,135,197,161
Rondônia,Roubo de veículo,agosto,165,141,105,143,156,70,182,118
Rondônia,Roubo de veículo,dezembro,161,125,130,152,79,183,123,137
Rondônia,Roubo de veículo,fevereiro,138,179,169,123,190,118,140,188
Rondônia,Roubo de veículo,janeiro,130,191,146,133,183,141,160,210
Rondônia,Roubo de veículo,julho,194,135,132,152,155,111,131,95
Rondônia,Roubo de veículo,junho,134,155,129,112,177,126,172,104
Rondônia,Roubo de veículo,maio,131,199,139,121,170,126,143,133
Rondônia,Roubo de veículo,março,181,228,186,146,227,202,171,208
Rondônia,Roubo de veículo,novembro,167,120,151,177,96,136,142,138
Rondônia,Roubo de veículo,outubro,132,150,124,164,93,132,120,156
Rondônia,Roubo de veículo,setembro,117,130,119,162,77,119,157,135
Rondônia,Roubo seguido de morte (latrocínio),abril,0,3,1,2,1,2,3,0
Rondônia,Roubo seguido de morte (latrocínio),agosto,1,2,6,3,2,2,0,2
Rondônia,Roubo seguido de morte (latrocínio),dezembro,2,5,1,1,0,1,2,2
Rondônia,Roubo seguido de morte (latrocínio),fevereiro,2,0,2,2,1,1,0,1
Rondônia,Roubo seguido de morte (latrocínio),janeiro,3,5,1,2,2,0,1,1
Rondônia,Roubo seguido de morte (latrocínio),julho,2,2,4,0,3,1,0,2
Rondônia,Roubo seguido de morte (latrocínio),junho,0,0,1,2,0,0,0,0
Rondônia,Roubo seguido de morte (latrocínio),maio,3,3,1,1,3,0,0,2
Rondônia,Roubo seguido de morte (latrocínio),março,0,1,1,2,1,2,1,0
Rondônia,Roubo seguido de morte (latrocínio),novembro,0,9,0,1,3,2,7,1
Rondônia,Roubo seguido de morte (latrocínio),outubro,1,4,0,0,0,1,5,2
Rondônia,Roubo seguido de morte (latrocínio),setembro,1,1,3,0,0,3,1,0
Rondônia,Tentativa de homicídio,abril,79,68,58,59,69,77,55,52
Rondônia,Tentativa de homicídio,agosto,70,67,64,64,48,57,53,40
Rondônia,Tentativa de homicídio,dezembro,81,74,82,50,74,56,70,63
Rondônia,Tentativa de homicídio,fevereiro,68,79,56,47,47,52,59,57
Rondônia,Tentativa de homicídio,janeiro,82,74,62,73,53,84,46,55
Rondônia,Tentativa de homicídio,julho,79,78,68,60,47,0,50,54
Rondônia,Tentativa de homicídio,junho,78,60,72,60,56,55,51,58
Rondônia,Tentativa de homicídio,maio,82,79,63,67,49,57,61,50
Rondônia,Tentativa de homicídio,março,72,74,58,57,49,47,63,58
Rondônia,Tentativa de homicídio,novembro,71,47,53,68,57,55,54,70
Rondônia,Tentativa de homicídio,outubro,89,87,69,67,69,64,53,67
Rondônia,Tentativa de homicídio,setembro,57,80,53,63,72,62,48,64
Roraima,Estupro,abril,25,21,28,17,30,14,40,43
Roraima,Estupro,agosto,18,32,29,18,32,42,44,59
Roraima,Estupro,dezembro,13,29,34,11,15,30,41,51
Roraima,Estupro,fevereiro,17,23,22,22,10,39,19,50
Roraima,Estupro,janeiro,11,18,33,20,9,17,14,36
Roraima,Estupro,julho,17,23,20,20,19,24,51,57
Roraima,Estupro,junho,15,26,27,22,23,25,39,61
Roraima,Estupro,maio,24,16,16,23,16,12,50,16
Roraima,Estupro,março,23,19,21,20,18,20,33,57
Roraima,Estupro,novembro,17,15,30,7,34,46,40,37
Roraima,Estupro,outubro,22,22,32,18,39,31,56,56
Roraima,Estupro,setembro,16,14,21,27,15,41,33,55
Roraima,Furto de veículo,abril,42,75,46,57,49,39,54,39
Roraima,Furto de veículo,agosto,78,101,81,54,53,68,54,80
Roraima,Furto de veículo,dezembro,69,57,101,40,70,70,54,82
Roraima,Furto de veículo,fevereiro,33,55,34,58,30,83,41,59
Roraima,Furto de veículo,janeiro,59,79,56,62,44,72,58,50
Roraima,Furto de veículo,julho,48,95,75,57,64,37,62,69
Roraima,Furto de veículo,junho,50,124,67,59,36,33,61,66
Roraima,Furto de veículo,maio,36,97,49,62,34,27,65,40
Roraima,Furto de veículo,março,44,73,41,60,47,69,42,50
Roraima,Furto de veículo,novembro,69,79,90,32,81,62,54,70
Roraima,Furto de veículo,outubro,52,66,80,49,95,78,51,66
Roraima,Furto de veículo,setembro,61,94,70,46,14,63,53,60
Roraima,Homicídio doloso,abril,9,4,12,28,21,10,20,13
Roraima,Homicídio doloso,agosto,12,10,17,21,10,16,9,18
Roraima,Homicídio doloso,dezembro,4,21,20,34,9,20,19,17
Roraima,Homicídio doloso,fevereiro,5,8,11,9,19,6,32,7
Roraima,Homicídio doloso,janeiro,13,9,11,27,15,4,11,20
Roraima,Homicídio doloso,julho,4,13,18,23,27,18,18,18
Roraima,Homicídio doloso,junho,9,5,8,18,15,16,12,12
Roraima,Homicídio doloso,maio,8,11,15,23,19,11,29,12
Roraima,Homicídio doloso,março,12,15,11,33,18,22,10,10
Roraima,Homicídio doloso,novembro,12,10,9,28,9,23,17,18
Roraima,Homicídio doloso,outubro,8,7,19,37,13,11,10,15
Roraima,Homicídio doloso,setembro,9,7,8,49,19,12,10,5
Roraima,Lesão corporal seguida de morte,abril,0,0,0,0,3,0,2,0
Roraima,Lesão corporal seguida de morte,agosto,0,1,1,0,0,0,0,2
Roraima,Lesão corporal seguida de morte,dezembro,0,1,1,1,0,0,1,0
Roraima,Lesão corporal seguida de morte,fevereiro,0,1,1,2,0,1,0,1
Roraima,Lesão corporal seguida de morte,janeiro,1,1,0,0,2,2,2,1
Roraima,Lesão corporal seguida de morte,julho,2,1,1,1,2,0,1,0
Roraima,Lesão corporal seguida de morte,junho,0,2,0,0,1,0,0,0
Roraima,Lesão corporal seguida de morte,maio,0,0,0,0,0,1,2,0
Roraima,Lesão corporal seguida de morte,março,1,1,1,0,0,0,0,1
Roraima,Lesão corporal seguida de morte,novembro,1,0,1,0,1,0,0,0
Roraima,Lesão corporal seguida de morte,outubro,0,0,1,1,1,1,0,0
Roraima,Lesão corporal seguida de morte,setembro,0,1,0,2,2,0,0,0
Roraima,Roubo a instituição financeira,abril,0,1,0,0,0,2,2,0
Roraima,Roubo a instituição financeira,agosto,0,0,0,1,0,0,0,0
Roraima,Roubo a instituição financeira,dezembro,0,1,0,0,0,0,0,0
Roraima,Roubo a instituição financeira,fevereiro,0,0,0,0,0,0,0,0
Roraima,Roubo a instituição financeira,janeiro,0,1,0,0,0,0,0,0
Roraima,Roubo a instituição financeira,julho,0,0,0,0,0,0,0,0
Roraima,Roubo a instituição financeira,junho,0,1,1,0,0,0,0,0
Roraima,Roubo a instituição financeira,maio,0,0,0,0,0,0,0,0
Roraima,Roubo a instituição financeira,março,0,0,0,0,0,0,0,0
Roraima,Roubo a instituição financeira,novembro,0,0,0,0,0,0,0,0
Roraima,Roubo a instituição financeira,outubro,0,0,0,1,0,0,0,0
Roraima,Roubo a instituição financeira,setembro,0,0,0,4,0,0,0,0
Roraima,Roubo de carga,abril,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,agosto,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,dezembro,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,fevereiro,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,janeiro,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,julho,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,junho,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,maio,0,0,0,0,0,0,1,0
Roraima,Roubo de carga,março,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,novembro,0,0,0,0,0,0,0,0
Roraima,Roubo de carga,outubro,0,0,1,0,1,0,0,0
Roraima,Roubo de carga,setembro,0,0,0,0,0,0,0,0
Roraima,Roubo de veículo,abril,18,51,15,37,41,34,55,26
Roraima,Roubo de veículo,agosto,40,45,32,30,16,55,63,34
Roraima,Roubo de veículo,dezembro,40,23,65,56,26,60,39,40
Roraima,Roubo de veículo,fevereiro,20,35,7,31,20,37,63,33
Roraima,Roubo de veículo,janeiro,18,31,36,61,29,20,50,25
Roraima,Roubo de veículo,julho,24,56,31,44,22,25,30,32
Roraima,Roubo de veículo,junho,19,72,39,64,24,17,25,22
Roraima,Roubo de veículo,maio,17,67,12,57,23,22,85,15
Roraima,Roubo de veículo,março,24,54,22,33,32,56,58,25
Roraima,Roubo de veículo,novembro,34,29,40,36,22,57,35,31
Roraima,Roubo de veículo,outubro,50,28,26,45,44,54,92,32
Roraima,Roubo de veículo,setembro,39,30,33,35,16,50,85,48
Roraima,Roubo seguido de morte (latrocínio),abril,0,0,0,0,0,5,1,2
Roraima,Roubo seguido de morte (latrocínio),agosto,1,1,1,1,1,2,0,0
Roraima,Roubo seguido de morte (latrocínio),dezembro,2,0,0,1,3,0,2,1
Roraima,Roubo seguido de morte (latrocínio),fevereiro,0,2,0,2,2,2,1,1
Roraima,Roubo seguido de morte (latrocínio),janeiro,1,0,1,0,3,1,2,2
Roraima,Roubo seguido de morte (latrocínio),julho,0,0,1,0,2,1,1,0
Roraima,Roubo seguido de morte (latrocínio),junho,0,1,0,1,2,1,2,1
Roraima,Roubo seguido de morte (latrocínio),maio,0,1,0,0,1,1,1,0
Roraima,Roubo seguido de morte (latrocínio),março,0,1,0,1,0,2,0,0
Roraima,Roubo seguido de morte (latrocínio),novembro,0,1,1,2,2,1,1,0
Roraima,Roubo seguido de morte (latrocínio),outubro,4,0,1,3,0,0,1,0
Roraima,Roubo seguido de morte (latrocínio),setembro,2,0,2,2,2,1,1,0
Roraima,Tentativa de homicídio,abril,14,6,11,11,19,2,24,11
Roraima,Tentativa de homicídio,agosto,15,12,23,18,12,12,19,17
Roraima,Tentativa de homicídio,dezembro,5,13,13,3,6,15,11,17
Roraima,Tentativa de homicídio,fevereiro,9,17,10,8,6,9,9,7
Roraima,Tentativa de homicídio,janeiro,7,13,7,14,5,6,16,11
Roraima,Tentativa de homicídio,julho,14,14,10,13,21,7,13,10
Roraima,Tentativa de homicídio,junho,10,15,10,23,19,7,14,16
Roraima,Tentativa de homicídio,maio,7,20,11,18,5,6,18,16
Roraima,Tentativa de homicídio,março,16,19,12,10,2,6,9,14
Roraima,Tentativa de homicídio,novembro,16,11,16,3,12,17,11,16
Roraima,Tentativa de homicídio,outubro,10,6,13,21,15,8,16,25
Roraima,Tentativa de homicídio,setembro,12,4,10,7,11,11,12,15
Santa Catarina,Estupro,abril,64,84,88,106,142,88,99,100
Santa Catarina,Estupro,agosto,68,72,96,101,133,80,121,107
Santa Catarina,Estupro,dezembro,90,90,120,116,120,119,109,108
Santa Catarina,Estupro,fevereiro,76,114,104,126,93,142,94,128
Santa Catarina,Estupro,janeiro,66,78,94,94,116,142,111,95
Santa Catarina,Estupro,julho,80,91,105,100,162,84,111,116
Santa Catarina,Estupro,junho,55,71,83,93,118,76,34,109
Santa Catarina,Estupro,maio,66,76,99,80,112,69,105,103
Santa Catarina,Estupro,março,96,90,99,125,80,91,114,96
Santa Catarina,Estupro,novembro,71,100,96,114,129,89,74,123
Santa Catarina,Estupro,outubro,76,85,103,115,158,87,95,117
Santa Catarina,Estupro,setembro,70,82,95,105,123,88,103,100
Santa Catarina,Furto de veículo,abril,1305,1236,1007,791,753,663,603,639
Santa Catarina,Furto de veículo,agosto,1246,1130,917,754,721,525,619,689
Santa Catarina,Furto de veículo,dezembro,1140,1216,883,672,872,530,725,721
Santa Catarina,Furto de veículo,fevereiro,1297,1203,1144,857,620,758,474,728
Santa Catarina,Furto de veículo,janeiro,1344,1298,1235,903,735,850,588,683
Santa Catarina,Furto de veículo,julho,1092,1134,1050,740,948,576,669,680
Santa Catarina,Furto de veículo,junho,1038,1012,1053,695,754,612,691,680
Santa Catarina,Furto de veículo,maio,1129,1173,968,724,729,722,647,673
Santa Catarina,Furto de veículo,março,1355,1287,1113,885,565,683,578,780
Santa Catarina,Furto de veículo,novembro,962,1189,876,640,739,549,625,572
Santa Catarina,Furto de veículo,outubro,1078,1247,918,738,711,562,616,617
Santa Catarina,Furto de veículo,setembro,1082,1166,823,734,717,514,620,566
Santa Catarina,Homicídio doloso,abril,60,76,66,75,54,62,48,61
Santa Catarina,Homicídio doloso,agosto,71,69,64,52,46,45,52,48
Santa Catarina,Homicídio doloso,dezembro,93,74,91,58,63,65,60,60
Santa Catarina,Homicídio doloso,fevereiro,53,72,97,76,43,60,50,58
Santa Catarina,Homicídio doloso,janeiro,73,89,86,86,78,78,60,58
Santa Catarina,Homicídio doloso,julho,52,52,80,47,52,49,47,48
Santa Catarina,Homicídio doloso,junho,58,64,62,58,45,48,37,31
Santa Catarina,Homicídio doloso,maio,65,50,88,70,49,57,42,48
Santa Catarina,Homicídio doloso,março,68,79,91,62,60,75,56,42
Santa Catarina,Homicídio doloso,novembro,80,79,73,53,65,55,55,49
Santa Catarina,Homicídio doloso,outubro,62,78,77,46,62,34,59,39
Santa Catarina,Homicídio doloso,setembro,68,79,67,63,41,40,46,46
Santa Catarina,Lesão corporal seguida de morte,abril,0,3,3,1,3,2,3,1
Santa Catarina,Lesão corporal seguida de morte,agosto,0,1,1,3,2,0,0,1
Santa Catarina,Lesão corporal seguida de morte,dezembro,1,1,2,1,0,0,1,1
Santa Catarina,Lesão corporal seguida de morte,fevereiro,2,3,6,1,0,3,2,1
Santa Catarina,Lesão corporal seguida de morte,janeiro,2,1,0,4,2,1,0,1
Santa Catarina,Lesão corporal seguida de morte,julho,2,1,1,1,1,2,0,3
Santa Catarina,Lesão corporal seguida de morte,junho,1,2,3,1,2,0,2,0
Santa Catarina,Lesão corporal seguida de morte,maio,2,2,1,3,2,1,0,3
Santa Catarina,Lesão corporal seguida de morte,março,0,1,3,3,3,1,1,1
Santa Catarina,Lesão corporal seguida de morte,novembro,2,2,1,2,0,2,4,5
Santa Catarina,Lesão corporal seguida de morte,outubro,1,2,1,1,0,2,2,1
Santa Catarina,Lesão corporal seguida de morte,setembro,1,0,4,0,0,0,0,3
Santa Catarina,Roubo a instituição financeira,abril,7,3,8,3,1,0,0,0
Santa Catarina,Roubo a instituição financeira,agosto,6,2,2,0,0,1,0,0
Santa Catarina,Roubo a instituição financeira,dezembro,6,4,6,3,2,0,1,1
Santa Catarina,Roubo a instituição financeira,fevereiro,5,6,8,1,0,0,3,1
Santa Catarina,Roubo a instituição financeira,janeiro,3,6,2,3,2,0,3,0
Santa Catarina,Roubo a instituição financeira,julho,8,6,3,2,1,0,1,0
Santa Catarina,Roubo a instituição financeira,junho,8,3,7,2,0,3,0,0
Santa Catarina,Roubo a instituição financeira,maio,3,8,6,1,2,2,0,1
Santa Catarina,Roubo a instituição financeira,março,3,1,7,6,7,0,0,0
Santa Catarina,Roubo a instituição financeira,novembro,10,11,2,1,0,1,0,1
Santa Catarina,Roubo a instituição financeira,outubro,8,5,4,1,2,0,2,0
Santa Catarina,Roubo a instituição financeira,setembro,11,6,2,2,2,1,3,1
Santa Catarina,Roubo de carga,abril,13,14,13,21,5,1,1,3
Santa Catarina,Roubo de carga,agosto,18,27,17,18,1,1,2,3
Santa Catarina,Roubo de carga,dezembro,20,24,16,6,1,1,1,2
Santa Catarina,Roubo de carga,fevereiro,8,22,26,7,7,3,2,3
Santa Catarina,Roubo de carga,janeiro,13,15,26,8,6,3,2,10
Santa Catarina,Roubo de carga,julho,12,21,10,11,4,0,3,3
Santa Catarina,Roubo de carga,junho,6,19,14,12,3,0,1,2
Santa Catarina,Roubo de carga,maio,18,21,28,12,5,2,1,0
Santa Catarina,Roubo de carga,março,16,16,23,16,5,0,3,2
Santa Catarina,Roubo de carga,novembro,18,25,9,11,1,0,2,0
Santa Catarina,Roubo de carga,outubro,10,26,17,14,0,0,1,3
Santa Catarina,Roubo de carga,setembro,9,28,10,15,1,2,2,2
Santa Catarina,Roubo de veículo,abril,301,283,243,205,126,140,114,133
Santa Catarina,Roubo de veículo,agosto,287,324,276,174,173,83,129,98
Santa Catarina,Roubo de veículo,dezembro,268,227,248,140,154,92,126,114
Santa Catarina,Roubo de veículo,fevereiro,357,273,263,223,118,145,107,111
